author|flightDate|flightFromCity|flightToCity|flightType|flightClass|mark|title|text
Daniela M|marzo 2019|Nuova Delhi|Milano|Internazionali|Economy|1.0|Sedili piccoli, poco spazio per le gambe su viaggi Intercontinentali, staff maleducato|Il nostro volo e' stato annullato. Ci e' stato comunicato un nuovo volo errato, e abbiamo scoperto solo per caso il volo che ci era stato effettivamente assegnato. Per poter prenotare i posti abbiamo dovuto chiamare dall'India a Abu Dhabi. Abbiamo richiesto posti con spazio extra per le gambe, ci hanno addebitato 280 Eur ma i posti prenotati erano vicino all'uscita di emergenza - quindi ancora piu' stretti e corti - sul primo volo per Abu Dhabi e assolutamente normali sul secondo per Milano. Lo staff ha detto che non risultava loro nessun pagamento, nonostante avessimo mostrato loro l'avvenuto addebito su carta di credito.... Abbiamo contattato il servizio clienti online, abbiamo ricevuto una risposta standard e poi piu' nulla. A tutto cio' c'e' da aggiungere la mancanza di gentilezza del personale e il cibo di pessima qualita'.
Apispettore|aprile 2019|Milano|Kuala Lumpur|Internazionali|Economy|4.0|Ci siamo ma manca qualcosa|Abbiamo volato con questa compagnia da Malpensa a Kuala Lumpur, con scalo ad Abu Dhabi.  Nella tratta Milano-Abu Dhabi, gli aereomobili sono più datati, invece nella tratta da Abu Dhabi a Kuala Lumpur abbiamo volato con dei nuovi Boeing Dreamliner.  Intrattenimento buono con diversi film in italiano.  Prenotato con largo anticipo, il prezzo era pressoché imbattibile.  Unica “pecca” i posti a sedere, puoi sceglierli solo se paghi, ma comunque spaziosi e comodi.  Manca poco per essere al livello Emirates.
71fede|NULL|Roma|Abu Dhabi|Internazionali|Economy|4.0|Migliorabile|Volo assolutamente in orario, anzi, siamo addirittura arrivati 30 minuti prima del previsto. L' aereo sembra un po' datato, l' intrattenimento a bordo scarsino, pochissimi i film in italiano e pure vecchiotti. Inoltre, fino alla partenza i video non funzionano e prima dell'atterraggio il film che stai guardando viene bruscamente interrotto. Personale efficiente ma molto poco sorridente. Cibo standard. Per essere la compagnia di bandiera direi che si può dare/fare di più. Ps: niente a che vedere con Emirates...
swissgio|marzo 2019|Milano|Abu Dhabi|Internazionali|Economy|3.0|Sotto le aspettative|Orario rispettato al minuto sia all’andata che al ritorno. Personale molto disponibile. Peccato che l’aeromobile fosse evidentemente datato. Ho scelto i posti con spazio per le gambe ma ho sofferto il freddo con correnti da ogni lato. Entertainment malfunzionante. Per un volo di 6.5 ore sono aspetti importanti. Colazione immangiabile.
Always Ithaka|giugno 2018|Milano|Kathmandu|Internazionali|Economy|4.0|Ottimo volo|Il servizio di Ethiad è davvero notevole. Il personale è molto preparato ed attento alle esigenze dei clienti. Il catering era buono ed è stato servito con celerità singolare a tutti i passeggeri. Il volo è stato piacevole e il pilota ha saputo gestire egregiamente un paio di turbolenze di troppo. L'intrattenimento fornito dallo schermo personale era molto vario. Compagnia consigliata!
Paolopix|aprile 2019|Abu Dhabi|Roma|Internazionali|Economy|3.0|Personale di bordo ottimo|"Io e mia moglie il 3 Apile 2019, siamo saliti sull'aereo diretto a Roma, (dopo lungo e alquanto scomodo volo EY485 e dopo indicazioni sbagliate da parte del vostro personale di terra in aereoporto e dopo controllo dogana pessimo) abbiamo sentito una voce italiana che ci ha accolto con estrema disponibilità, simpatia, cordialità e professionalità. ""Roberta"", ci ha sollevato lo spirito e rinfrancati ed a cui va un nostro GROSSISSiMO Ringraziamento (20J e 20K) e vi prego di metterla a conoscenza di ciò! Paolo e Carla provenienti da Brisbane"
Spirto gentil|marzo 2019|Abu Dhabi|Roma|Internazionali|Economy|2.0|Se possibile scegliete di meglio|Volo FCO/Abu Dhabi e ritorno. Volo di andata con arrivo prestissimo senza nemmeno un caffè. Al ritorno schermo che non funziona. Mia moglie è più fortunata: il suo funziona e almeno lei può vedere l'unico film in italiano tra le centinaia di pellicole proposte. In ogni caso posti scomodissimi, spazi limitati come (se non peggio) nelle più scarse low cost.
Riosaeba|marzo 2019|Phuket|Roma|Internazionali|Economy|3.0|Insomma|Spazzi troppo ristretti per voli a così lunga percorrenza, sedili duri e scomodi, il cibo a bordo lasciamo proprio perdere, le bevande almeno si salvano. Ad Abu Dhabi il personale di terra é poco e male organizzato, volo partito con quasi due ore di ritardo, nel complesso a malapena sufficiente per il rapporto qualità prezzo.
roberto85sga|marzo 2019|Roma|Malé|Internazionali|Economy|4.0|BUONO|Servizio nella media cosi' come il cibo...l'intrattenimento a bordo e' un po scarso (pochissimi film in italiano)....volo piacevole e personale gentile.
ivan20164|marzo 2019|Milano|Malé|Internazionali|Economy|4.0|Pensavo meglio|Avendo viaggiato negli ultimi due anni con Emirates e Qatar mi aspettavo lo stesso livello di comfort , invece Etihad la collocherei un gradino sotto le due linee aeree citate prima. Non parlo della comodità dei sedili e del servizio ma mi riferisco al cibo e all'intrattenimento visivo. Sia all' andata che al ritorno ho chiesto carne e mi è stato risposto che era finita. FINITA???? Non esiste , non mi era mai successo. E poi la maggior parte dei film (circa il 90 %) non era possibile ascoltarli in lingua italiana .OK non è la lingua più parlata al mondo ma una traduzione in più penso possa migliorare la qualità del servizio. Abbastanza e decisamente deluso.
pietro c|gennaio 2019|Milano|Bangkok|Internazionali|Economy|5.0|Viaggio rilassante nonostante la durata e lo scalo intermedio|Siamo soddisfatti del viaggio in quanto il servizio a bordo è stato di nostro gradimento. Personale molto cortese, i pasti serviti erano ben curati e con possibilità di scelta del menù. Inoltre gli orari sono stati rispettati.
Fiorella P|marzo 2019|Roma|Mascate (Muscat)|Internazionali|Economy|3.0|Verso la Svizzera del mondo arabo|"Il nostro viaggio per l’Oman comincia con il Volo Roma-Abu Dhabi-Muscat con la Compagnia degli Emirati “Ethiad” che significa unione"" (الإتحاد). Un viaggio abbastanza comodo, ma con una organizzazione che abbisogna di una messa a punto che ponga al centro il cliente. Perché dico questo? Perché ci hanno fatto pagare in più per l’assegnazione dei posti oltre al biglietto e la chiamata al numero verde di Milano. Ma siete matti?  Inoltre le indicazioni da parte delle hostess di terra sono lacunose: rischi di perdere l’aereo anche se sei arrivata due ore prima, perché sono assolutamente imprecise sui tempi di percorrenza per raggiungere il controllo e le uscite. Per fortuna noi siamo super prudenti!  Un velo pietoso sul cibo a bordo.  Caro lettore aggiunto qualche informazione pratica:  1- per l’Oman serve un visto di ingresso che si fa SOLO attraverso posta elettronica, insomma ormai dobbiamo fare tutto noi (il bello è che ti dicono: ”così non devi andare al Consolato”). Ma redigere la richiesta è al limite della demenzialità per il formato utilizzato. Provare per credere e armarsi di santa pazienza.  2- il cambio di valuta penalizza fortemente l’Euro e quindi tutto diventa molto costoso.  3- la contrattazione è d’obbligo, prima di tutto perché quando acquisti, nel contrattare dai valore alla merce, poi è uno stile e con i tassisti una tua tutela."
r_galbiati|agosto 2018|Milano|Perth|Internazionali|Economy|4.0|Sotto le aspettative|Ho viaggiato con la mia famiglia quattro persone in Australia andata e ritorno con etihad. Premesso che in precedenza ho utilizzato emirates e quatar la compagnia etihad ha evidenziato sedili più scomodi e meno spazio per una tratta molto lunga . Non prenoterei nuovamente con loro anche perché il costo non è così diverso dalle altre due compagnie L unica variabile erano gli orari più comodi .
alucken49|aprile 2018|Doha|Sydney|Internazionali|Business|5.0|Esagerata|Una esperienza piacevolissima tutto nuovo ottimo servizio personale sia di terra che di bordo molto disponibile. Saletta in aeroporto eccezionale
palma56|NULL|Milano|Melbourne|Internazionali|Economy|4.0|Ottimo viaggio|Biglietto venduto come Alitalia, ma tutti i voli (milano-abu dhabi e abu dhabi-melbourne andata e ritorno) erano Ethad. Classe economy, ma spazio a sufficienza (1.78 altezza). Accettabile il cibo (si tratta pur sempre di una compagnia araba). Buona dotazione (coperta, cuffie, tappi orecchie, mascherina occhi, spazzolino e dentifricio). Ottimo intrattenimento: parecchi film (anche in italiano). Servizio molto buono. Aerei 777 e 787.
Ornelia N|febbraio 2019|Roma|Abu Dhabi|Internazionali|Economy|5.0|Piacevole sorpresa|È stato il mio primo volo con Etihad ed è stata una piacevole sorpresa. Aereo nuovo, volo puntuale, personale di bordo molto cortese, gallery film interessante.
ellegi71|gennaio 2019|Roma|Phuket|Internazionali|Economy|4.0|Volo da Roma a Phuket con scalo|Buona compagnia aerea , qualcuno parla italiano - pochi -, i sedili abbastanza comodi, anche se li ho trovati un tantino duri nella seduta, abbastanza larghi e spazio sufficiente con quello davanti. Intrattenimento sarebbe molto buono se fosse prevista anche la lingua italiana, ma quelle presenti nel sistema , solo arabo ed inglese , un po’ poco . Servizio gentile e disponibile, pranzo o cena buone ed anche la colazione. Volo puntuale e bagagli consegnati per tempo , nessuna complicazione. Nel complesso abbastanza buono
alessandra c|febbraio 2019|Roma|Abu Dhabi|Internazionali|Economy|4.0|Finalmente un volo decente|Abbiamo utilizzato questo volo prenotando una crociera Costa, ci siamo trovati molto bene, il cibo discreto, lo spazio vivibile tra i sedili leggermente superiore a quello degli altri voli similari. Anche a livello di pulizia (chiaramente quella valutabile dall'occhio umano) è sembrato soddisfacente.
fabrixsda|gennaio 2019|Roma|Bangkok|Internazionali|Economy|5.0|migliorata nei tempi e nell'organizzazione|Molto migliorata rispetto al passato. molto precisa e con attracchi direttamente ai gate senza interminabili spostamenti coi bus!
paolaT57|febbraio 2019|Roma|Tokyo|Internazionali|Economy|4.0|Scalo|salve ho un ora e 45 minuti per lo scalo ad Abu Dhabi, per poi proseguire per Tokyo. Volevo riassicurazioni sulle tempistiche, devo uscire e ripassare i controlli, devo compilare qualche foglio per il visto, anche se solo di passaggio? Ho paura che non conoscendo l'aeroporto e le modalità giuste perderò la coincidenza.
mauroPtorres|gennaio 2019|Abu Dhabi|Singapore|Internazionali|Economy|5.0|DA ROMA A ABU DHABI E FINO A SINGAPORE|Sicuramente un viaggio abbastanza lungo da Roma, 7 ore più sette ore fino all'aeroporto Changi di Singapore, ma come sempre abbastanza gradevole. Aereo molto spazioso, confortevole, con pasti serviti a tutte le ore, bibite e quant'altro si può richiedere a seconda della situazione in volo, personale gentilissimo e cortese. Valigie arrivate a destinazione assolutamente in orario e perfettamente integre, quindi per noi tutto è andato benissimo. Abbiamo in passato utilizzato spesso Emirates e Quantas per destinazione Sydney in Australia, ma questa è un'altra storia. Abbiamo viaggiato con Etihad a dicembre 2018 e gennaio 2019- ,
Mirna Fava|gennaio 2019|Milano|Malé|Internazionali|Economy|1.0|Una vera delusione !!!|Voliamo spesso con Emirates, ma questa volta per risparmiare 900€ (in 3 persone)abbiamo optato per Ethiad. Arriviamo a destinazione senza una valigia, la quale arriva 10 ore dopo con le mie cose all’interno (non vestiti) tutte sottosopra ,un disastro, mai successo !!! Per ben due volte in due tratte diverse finiscono il cibo , quindi ti danno quello che è rimasto (senza possibilità di scelta) ed in modo molto scortese, perché io preferivo il pollo al pesce perché non mi piace... Volo di rientro....aereo CONGELATO , un freezer !!! Quindi tosse e mal di gola... Ho chiesto se potevo prendere una copertina per mia figlia una volta scesi a Milano, con credo 0°, hanno risposto di NO sempre in modo scortese.... Sedili bruttini e stretti Siamo rimasti davvero DELUSI,mi dispiace !
ceci p|dicembre 2018|Bangkok|Abu Dhabi|Internazionali|Economy|4.0|cortesia eccezionale|ero stanchissima, ho chiesto ad una bellissima e giovane hostess di poter cambiare posto e trasferirmi nell'ultima fila centrale con ben 4 posti liberi perché avevo davvero bisogno di dormire sdraiandomi, rinunciando a pasti ed altri comforts. E' stata molto gentile e ha acconsentito subito (forse aveva visto che ero a pezzi) e sono riuscita a dormire 4 ore di filato. Deliziosamente svegliata dalla stessa che mi ha portato una super colazione. Ringrazio ancora adesso quella bellissima mora che mi ha fatto sentire amorevolmente accudita.
Salvus89|dicembre 2018|Bari|Singapore|Internazionali|Economy|1.0|Bagaglio danneggiato non rimborsato|Salve, vorrei raccontarvi la mia esperienza negativa con Ethiad. Premetto che sono un viaggiatore abituale ed ho viaggiato con diverse compagnie in giro per il mondo. A seguito del viaggio del 27 dicembre 2018, al mio arrivo a Singapore la mia valia risulta danneggiata. Segnalo la cosa al personale di aeroporto, che prontamente mi apre un claim. Seguo tutte le procedure e concludo la mia pratica on line sul sito Ethiad. Ora, dopo più di 1 mese, 10 email inviate e 15 chiamate effettuare all’ufficio Ethiad di Singapore, non ho ne ricevuto rimborso, ne valigia nuova e tantomeno una risposta! Una vera tristezza per questa compagnia, che sparisce e non comunica nulla dopo aver distrutto il mio bagaglio. Morale della favola, ho dovuto comprare un bagaglio a mie spese. Salvatore
floriana r|gennaio 2019|Roma|Melbourne|Internazionali|Economy|5.0|Soddisfatta|L'esperienza di volo è stata assolutamente positiva. I piloti sono stati molto bravi e il personale di bordo molto gentile. Ma il mio biglietto è stato acquistato come Alitalia e sarebbe gradita a bordo maggiore utilizzo della lingua italiana... Così come anche per l'intrattenimento poiché si trovano al massimo un paio di film in lingua italiana. Il giudizio rimane comunque positivo.
anna1800|gennaio 2019|Abu Dhabi|Roma|Internazionali|Economy|3.0|Buon servizio|Nonostante il volo fosse pieno il servizio è stato molto buono hostess cortesi e attente anche il cibo era passabile molto curato il benessere generale dei passeggeri
Michele|dicembre 2018|Roma|Victoria|Internazionali|Economy|3.0|problemi con i pasti speciali|Etihad non ha mai recepito la mia richiesta, dovuta a allergia certificata per avere pasti senza glutine, ma il personale di cabina, ha cercato di ovviare al problema, dimostrando una certa buona volontà. La segnalazione era stata fatta più volte avendone conferma, ma alla fine non ho mai avuto il mio pasto.
Matt|gennaio 2019|Sydney|Abu Dhabi|Internazionali|Economy|4.0|Bene ma manca qualcosa...|Valuterò a seconda degli aeromobili: A380 imbarco male organizzato, troppi pochi accessi per la cabina economy. A bordo lo spazio per le gambe è superiore alla media, intrattenimento di buon livello, lo schermo touch manca di qualche punto in sensibilità. Il cibo abbastanza vario e ben presentato, ma non hanno rispettato le segnalazioni fatte al momento dell’acquisto del biglietto, molto male. Aereo nuovo e ben tenuto, personale abbastanza presente e cortese, bagni sufficientemente numerosi. Mancherebbe qualche accorgimento per eguagliare Emirates e Qatar
Pablopadano|dicembre 2018|Milano|Abu Dhabi|Internazionali|Economy|2.0|Viaggiare peggio di una low cost ad un prezzo da compagnia di bandiera!|Ho viaggiato a Dicembre da Milano ad Abudhabi , e mi aspettavo decisamente di meglio. Posti in Economy davvero molto stretti , peggio di una low cost ( e non sono un gigante) , proposte di cibo e bevande a bordo davvero scarso sia in quantità che in qualità, aereo gelido ( sembrava di volare su una compagnia americana). Il personale gentile ( nella norma). L'unica nota positiva il viaggio tutto bene , superpuntuale.
blondieatttitude|dicembre 2018|Milano|Abu Dhabi|Internazionali|Economy|3.0|Mi aspettavo molto meglio|Per essere una delle migliori compagnie, mi aspettavo decisamente di meglio. Posti in Economy davvero molto stretti (pseudo Ryanair) e con proposte di cibo e bevande a bordo davvero scarso sia in quantità che in qualità. Personale non spicca per estrema gentilezza. L'unica nota positiva il viaggio tutto bene (senza turbolenze) e buono l'intrattenimento a bordo con vari film tra gli ultimi usciti e buona scelta di musica. Attenzione a prenotare un volo Etihad da Alitalia perchè non si può fare il check in online (ma solo la preassegnazione dei posti)
🚜 🐎🏂🌊|dicembre 2018|Abu Dhabi|Jakarta|Internazionali|Business|5.0|At the end is The Best|La crisi ha toccato tutte le compagnie, Etihad non e' piu quella di circa 6/7 anni fa ma comunque e' sempre la migliore per il servizio e facility che offre.  dal chk inn, la lounge e' sempre super attrezzata e lo staff estremamente professionale.  Esperienza business eccezionale. volato con A380, mentre il ritorno in economy ottima, sopra i standards
diegozucchelli|dicembre 2018|Abu Dhabi|Roma|Internazionali|Economy|4.0|Viaggio di ritorno da Abu Dhabi dopo una crociera con la Costa.|<siamo stati in grado di fare il check-in direttamente al terminale del porto di Abu Dhabi, per un accordo della compagnia Costa evitando la coda all'aereoporto, puntualità svizzera, aero sufficientemente confortevole, servizio curato sia in partenza che durante il viaggio, collegamento diretto con altro biglietto da Roma a Verona con Alitalia, compagnia collegata
Gabryen|dicembre 2018|Milano|Singapore|Internazionali|Economy|2.0|Inizio pessimo|Già dalla scelta dei posti, scopro che non si possono fare se non pagando profumatamente ogni tratta e se non si paga nulla, vengono di proposito assegnati posti molto lontani fra loro. Peccato che uno dei viaggiatori sia un bambino e pertanto non possa certo passare 12 ore di volo da solo, lontano dai genitori. Trovo inaccettabile che una linea aerea così quotata si attacchi a qualche decina di euro di surplus sui biglietti, visto che già non sono regalati. Mi aspettavo un servizio ben diverso.
Ombretta Z|dicembre 2018|Milano|Abu Dhabi|Internazionali|Economy|3.0|Puntualità. Servizio sufficiente.|E' la prima volta che volo con Etihad: sinceramente pensavo un po' meglio nella totalità dei servizi. La puntualità è stata ineccepibile. I servizi in volo sufficienti. Richiesto menu veg: ricevuto senza problemi. L'aeromobile non molto spazioso (in special modo per spazio gambe) in classe Economy. Pulizia buona.
Michael G|dicembre 2018|Roma|Abu Dhabi|Internazionali|Economy|2.0|mi aspettavo di più|aereo non pulito alla partenza da Roma; al ritorno pulizia accettabile; il personale di bordo gentile; il cibo offerto di scarsa qualità
paolo p|novembre 2018|Roma|Ahmedabad|Internazionali|Economy|3.0|PENSAVO MEGLIO|ho scelto questo vettore per gli orari e per il prezzo. Alla resa dei conti l'aereomobile dell'andata era secondo me vecchio rispetto a quello del ritorno che mi è sembrato più curato e moderno. Il volo è stato puntuale nel rispetto degli orari previsti. Assolutamente da migliorare i servizi a bordo. Posti scelti con un incremento del prezzo abbastanza confortevoli.
Elisabetta C|dicembre 2018|Roma|Bangkok|Internazionali|Economy|4.0|Puntualità e buon servizio|Volo con viaggio organizzato in Tailandia. Personale gentile sia al check-in che sull' aereo. Posti discretamente comodi fino ad Abu Dhabi poi nella tratta Abu Dhabi- Bangkok più scomodi e stretti! Cibo abbastanza buono, con posate di metallo. Pulizia buona nell' aereo. Schermo personale in ogni posto con buona scelta di film e intrattenimento. Gli orari di volo sono stati rispettati. Nel complesso buona esperienza!
bastiglia|dicembre 2018|Milano|Malé|Internazionali|Economy|4.0|...prima volta con Etihad|Decisamente superiore ai voli charter,aereo moderno e ben curato,l'unico neo è stato il cibo,un pò speziato...
cris731|agosto 2018|Roma|Abu Dhabi|Internazionali|Economy|1.0|pessimo|volo pessimo sotto tutti gli aspetti. diciamo solo che per volare in certe aree del pianeta c'è la possibilità di scegliere altro.
Virgilio01|NULL|Milano|Melbourne|Internazionali|Economy|4.0|Visita a figli|Il viaggio come è noto si è ridotto di uno scalo. Con Etihad: malpensa - scalo abu Dhabi e melbourne. L'alimentazione in volo è ridotta a meno della sussistenza. La tratta più pesante è abu dhabi - Melbourne. Unica tratta da 13 ore circa. Che dire. Dal jet lag per recuperare sono necessari un Po di giorni. Il fuso orario fa andare AVANTI le lancette di 10 ore. Melbourne una città multietnica molto bella. Che dire: Buon viaggio. Comunque per me che sono italiano, l'italia è l'italia
Massimo B|dicembre 2018|Milano|Colombo|Internazionali|Economy|2.0|Puntuali ma quanta scomodità|Ho fatto due tratte con Etihad: da Roma a Abu Dhabi e da qui a Colombo. Posto Evonomy con poco spazio sedili scomodissimi, servizio ridotto all’essenziale e di scarsa qualità
Martina|marzo 2018|Milano|Kochi (Cochin)|Internazionali|Business|5.0|Così viaggiare è un piacere|Consiglio a tutti Etihad come compagnia aerea è veramente super Accogliente il personale, aerei puntuali, cortesia al check in e cortesia a bordo Ho viaggiato con loro sia in economy e comunque mi sono trovata molto bene che in business, e qui è stato un volo fantastico! Comode poltrone letto, privacy, pasti e ogni richiesta totalmente soddisfatta.
Sandro I|settembre 2018|Roma|Sydney|Internazionali|Economy|5.0|Volo straordinario|Ho volato con Etihad consiglio a tutti questa compagnia, servizi davvero di alta classe nonostante abbia volato con economy class.
Giacomo Pedone|NULL|Roma|Bangkok|Internazionali|Economy|4.0|Molto bene|Ci siamo trovati bene, le hostess molto gentili, aerei di linea più o meno tutti nuovi. Pur essendo stato nella classe economy sono riuscito a riposarmi abbastanza.consiglio assolutamente questa compagnia.
MANUELA|agosto 2018|Milano|Victoria|Internazionali|Economy|1.0|MI HANNO FATTO PERDERE LA COINCIDENZA PER IL VOLO SUCCESSIVO E NESSUNA ASSISTENZA NE RIMBORSO DANNI|Essendo il volo arrivato in ritardo abbiamo perso la coincidenza del terzo volo (pacchetto di tre voli acquistato da loro) siamo rimasti un giorno e mezzo in aeroporto senza nessuna assistenza (viaggiavo con bambino) senza avermi rimborsato nessuna spesa sostenuta in aeroporto ne rimborsarmi le spesa dell'hotel da me prenotato per le vacanze e non fruito in quanto bloccata in aeroporto
Pierluca|gennaio 2018|Roma|Brisbane|Internazionali|Economy|5.0|Il meglio sul mercato|L’esperienza di volo migliore che abbia mai provato. Personale qualificato, aerei nuovi, intrattenimento di ultima generazione, cibo buono... Consiglierei Etihad senza indugi!
Silvano Martinotti|novembre 2018|Abu Dhabi|Milano|Internazionali|Economy|3.0|Mi aspettavo molto di più.|Ho sempre viaggiato con Emirates che trovo essere la migliore compagnia. Tuttavia non avendo mai viaggiato con Etihad ed avendo sempre sentito parlare molto bene della stessa, mi attendevo un servizio sopra ogni aspetto, invece una delusione totale, ad iniziare proprio dall'aeroporto di Abu Dhabi. Non esiste un particolare preciso, ma i sedili erano molto vicini l'uno all'altro, intrattenimento tv di bassa qualità, personale che devi sempre sollecitare con chiamata. In generale una Compagnia non all'altezza dell'immagine che è stata profusa. Se non per necessità, volo diretto ad Abu Dhabi, non la userò più.
